,date_0days,cases_0days,deaths_0days,date_70days,cases_70days,deaths_70days,fips,icu_beds,kaiser_total_population,kaiser_60plus_population,commuting_within,commuting_out,commuting_in
660,2020-03-19,2,0,2020-05-22,329,11,55127,16,102917,22640,31972,18983,13091
661,2020-03-19,1,0,2020-05-22,89,0,55035,48,102388,20349,43246,10037,16933
662,2020-03-19,4,0,2020-05-22,37,1,55021,10,56790,13488,14325,14829,7025
663,2020-03-19,1,0,2020-05-22,120,5,54061,119,103715,16742,41543,5903,17925
664,2020-03-19,2,0,2020-05-22,4,0,54093,0,7035,2245,2117,902,639
665,2020-03-19,1,0,2020-05-22,3,1,55007,0,15004,5390,3846,2903,829
666,2020-03-19,1,0,2020-05-22,67,1,55015,0,49737,9760,8553,17891,6453
667,2020-03-19,1,0,2020-05-22,25,1,48467,0,53607,14526,10360,11047,2941
668,2020-03-19,1,0,2020-05-22,126,3,45035,0,151716,28002,24782,42234,13770
669,2020-03-19,1,0,2020-05-22,36,0,45001,6,24788,7042,3794,5265,1879
670,2020-03-19,1,0,2020-05-22,132,0,45081,0,20228,4901,3537,4454,2319
671,2020-03-19,2,0,2020-05-22,2736,278,42071,64,536494,122633,212078,42843,29193
672,2020-03-19,1,0,2020-05-22,892,24,42075,18,137616,34280,40007,23703,14459
673,2020-03-19,2,0,2020-05-22,436,38,42129,51,356835,103773,110258,59974,34300
674,2020-03-19,1,0,2020-05-22,3,0,48103,0,4836,798,1403,551,566
675,2020-03-19,1,0,2020-05-22,17,1,48123,0,20474,5292,5554,2225,3113
676,2020-03-19,2,0,2020-05-22,173,4,48251,35,160173,30241,31496,36874,12506
677,2020-03-19,1,0,2020-05-22,671,32,48061,104,420201,71392,132877,13180,9524
678,2020-03-19,1,0,2020-05-22,97,1,47035,12,58178,21229,16604,3233,3426
679,2020-03-19,1,0,2020-05-22,46,0,47045,10,37751,8344,12359,3460,3723
680,2020-03-19,1,0,2020-05-22,218,3,47125,21,192120,25156,51250,31445,10133
681,2020-03-19,2,0,2020-05-22,68,0,47179,76,126437,29936,40656,15461,23015
682,2020-03-19,2,0,2020-05-22,343,8,47189,12,128874,27113,27057,31245,16674
683,2020-03-19,4,0,2020-05-22,110,5,12053,44,179144,61882,36359,20626,7121
684,2020-03-19,1,0,2020-05-22,112,9,12061,40,147981,57277,42648,9361,9340
685,2020-03-19,1,0,2020-05-22,219,0,12063,7,48571,12035,11356,4043,3586
686,2020-03-19,1,0,2020-05-22,476,9,12085,74,155719,57914,39364,20411,22509
687,2020-03-19,1,0,2020-05-22,5,0,8049,0,14793,3858,7255,839,564
688,2020-03-19,1,0,2020-05-22,591,40,8087,6,28123,6047,11731,1357,1221
689,2020-03-19,4,0,2020-05-22,796,55,9013,16,151596,31539,31771,44209,17893
690,2020-03-19,1,0,2020-05-22,348,14,9015,6,116674,25482,30307,26580,12241
691,2020-03-19,2,0,2020-05-22,83,1,13127,24,83467,20679,32462,2914,8545
692,2020-03-19,2,0,2020-05-22,96,1,13175,16,47451,10610,13845,2823,4242
693,2020-03-19,1,0,2020-05-22,70,3,13225,0,27027,5201,4475,6909,4801
694,2020-03-19,1,0,2020-05-22,257,9,13247,16,88482,17124,15750,20905,21381
695,2020-03-19,1,0,2020-05-22,61,1,13103,0,57087,9061,7973,17210,3272
696,2020-03-19,2,1,2020-05-22,234,29,13099,0,10405,2739,2210,1510,1431
697,2020-03-19,1,0,2020-05-22,423,20,13021,117,153923,31993,49040,9724,32298
698,2020-03-19,1,0,2020-05-22,131,0,4023,0,46358,10530,14694,2386,2759
699,2020-03-19,1,0,2020-05-22,284,6,4025,39,220972,85127,72357,7088,3255
700,2020-03-19,1,0,2020-05-22,212,0,5007,30,251823,44616,91493,17659,24896
701,2020-03-19,1,0,2020-05-22,5,0,5009,24,37212,9809,12544,2495,3638
702,2020-03-19,1,0,2020-05-22,36,0,5019,0,22495,5000,6875,2741,2292
703,2020-03-19,1,0,2020-05-22,174,0,5031,66,104246,19242,39576,5122,9614
704,2020-03-19,1,0,2020-05-22,16,0,5053,0,18076,4063,3002,4478,1101
705,2020-03-19,1,0,2020-05-22,42,0,5055,8,44197,9006,12786,4553,3909
706,2020-03-19,1,0,2020-05-22,27,0,5063,12,37097,8706,12752,2148,3995
707,2020-03-19,1,0,2020-05-22,31,2,5111,0,24098,5793,4623,4281,1533
708,2020-03-19,1,0,2020-05-22,276,8,5035,0,49278,9487,11635,8133,4136
709,2020-03-19,1,0,2020-05-22,9,0,5113,6,20212,5939,6602,780,871
710,2020-03-19,1,0,2020-05-22,330,23,1017,0,33895,8501,5403,8129,2950
711,2020-03-19,1,0,2020-05-22,1916,107,1097,157,414328,88103,153297,15422,26164
712,2020-03-19,1,0,2020-05-22,179,1,1127,12,64927,16386,16221,7287,4537
713,2020-03-19,1,0,2020-05-22,100,1,5115,11,63372,12757,22103,4903,5863
714,2020-03-19,1,1,2020-05-22,44,1,8025,0,5514,1074,863,593,670
715,2020-03-19,1,0,2020-05-22,6,0,5129,0,7925,2684,1695,1109,331
716,2020-03-19,1,0,2020-05-22,18,0,5131,69,127362,26807,45773,8554,23619
717,2020-03-19,1,0,2020-05-22,62,1,5133,0,17206,3266,4548,2430,1111
718,2020-03-19,1,0,2020-05-22,28,2,5141,0,16751,5519,3319,1985,1226
719,2020-03-19,1,0,2020-05-22,292,15,24009,4,90824,18153,17293,27776,6497
720,2020-03-19,1,0,2020-05-22,854,22,24045,24,102014,21277,35400,11573,12400
721,2020-03-19,1,0,2020-05-22,541,40,22047,0,33122,6966,6645,6033,9518
722,2020-03-19,3,0,2020-05-22,637,23,22055,80,238230,41592,97772,16544,44255
723,2020-03-19,1,0,2020-05-22,366,26,22063,0,137096,24235,20422,39778,7222
724,2020-03-19,1,0,2020-05-22,198,16,22075,0,23394,4024,6301,3997,12319
725,2020-03-19,1,1,2020-05-22,289,25,22093,0,21485,4921,4305,4535,4898
726,2020-03-19,2,0,2020-05-22,247,52,22097,16,83580,17636,17473,12940,6358
727,2020-03-19,1,0,2020-05-22,128,5,22119,16,40043,10020,9749,5310,3332
728,2020-03-19,2,0,2020-05-22,154,30,22121,0,25518,4884,3906,7518,7610
729,2020-03-19,1,0,2020-05-22,388,36,22045,11,73346,14679,21749,9296,10301
730,2020-03-19,1,0,2020-05-22,812,76,25015,11,161197,34945,53456,28444,23080
731,2020-03-19,1,0,2020-05-22,112,1,27099,0,39386,9579,14320,4386,3555
732,2020-03-19,1,0,2020-05-22,316,2,27139,0,141463,20208,26843,46413,21822
733,2020-03-19,1,0,2020-05-22,136,10,26037,2,77321,16938,11591,24101,8849
734,2020-03-19,2,0,2020-05-22,173,6,26045,0,108586,26110,23230,27456,23523
735,2020-03-19,1,0,2020-05-22,1929,240,26049,151,410881,93094,117459,40777,27124
736,2020-03-19,3,0,2020-05-22,390,26,26093,8,186946,41663,39999,50428,17571
737,2020-03-19,1,0,2020-05-22,79,8,26111,26,83489,19242,26558,10117,13168
738,2020-03-19,1,0,2020-05-22,29,1,18119,0,20957,5415,3556,5564,1974
739,2020-03-19,1,0,2020-05-22,567,43,22019,75,198753,39284,78135,6626,11948
740,2020-03-19,1,0,2020-05-22,350,3,18157,30,186081,28594,77406,7340,18141
741,2020-03-19,1,0,2020-05-22,101,3,21047,18,72438,11300,25771,4623,27864
742,2020-03-19,1,0,2020-05-22,300,6,21059,32,99258,22152,37475,5506,7582
743,2020-03-19,1,0,2020-05-22,53,2,21199,38,63974,15846,22605,2592,4507
744,2020-03-19,1,0,2020-05-22,34,0,21209,6,52322,8436,14962,9835,13419
745,2020-03-19,1,0,2020-05-22,195,5,18177,30,66972,16958,23107,4930,6729
746,2020-03-19,1,0,2020-05-22,238,11,22007,0,22881,5211,2879,6299,853
747,2020-03-19,1,0,2020-05-22,545,21,20173,236,510484,97508,225669,12313,29940
748,2020-03-19,1,0,2020-05-22,103,4,21101,12,46252,10871,13751,6185,5249
749,2020-03-19,1,0,2020-05-22,7,0,20107,0,9602,2635,1650,2288,1058
750,2020-03-19,2,0,2020-05-22,3,0,20127,0,5605,1854,1756,1058,474
751,2020-03-19,1,0,2020-05-22,307,16,19061,18,96571,22155,45996,3440,11755
752,2020-03-19,1,0,2020-05-22,540,38,19139,5,42923,9608,15933,4887,6530
753,2020-03-19,1,0,2020-05-22,9,0,20021,0,20501,5088,4647,4651,2007
754,2020-03-20,1,0,2020-05-22,597,27,37159,20,138940,31195,36067,19524,13361
755,2020-03-20,1,0,2020-05-22,95,8,37139,10,39546,8584,12063,5203,5598
756,2020-03-20,1,0,2020-05-22,37,4,37167,10,60875,14861,16849,8751,4120
757,2020-03-20,1,0,2020-05-22,246,2,37147,71,176484,30269,66702,12827,14358
758,2020-03-20,1,0,2020-05-22,4,0,38069,0,4272,1309,1752,417,412
759,2020-03-20,1,0,2020-05-22,9,1,38071,0,11574,2909,5289,750,1097
760,2020-03-20,1,0,2020-05-22,272,30,39007,19,98622,25127,27895,11839,4704
761,2020-03-20,1,0,2020-05-22,476,49,39029,20,104584,27542,24601,19643,8194
762,2020-03-20,3,0,2020-05-22,291,39,37135,13,141812,25896,39013,29518,36906
763,2020-03-20,1,0,2020-05-22,35,9,37031,8,68699,21116,22325,7536,4737
764,2020-03-20,1,0,2020-05-22,332,11,37057,29,164118,37797,33122,36648,11900
765,2020-03-20,4,0,2020-05-22,138,20,37069,0,63866,14275,9803,16307,4417
766,2020-03-20,1,0,2020-05-22,6,0,41061,4,25810,6683,10137,719,744
767,2020-03-20,1,0,2020-05-22,1,0,41023,0,7209,2694,2611,214,97
768,2020-03-20,1,0,2020-05-22,138,5,42027,0,160646,29386,66332,7497,14725
769,2020-03-20,1,0,2020-05-22,2581,18,39101,15,65483,15039,18282,6635,7022
770,2020-03-20,1,0,2020-05-22,40,0,39159,7,54688,8714,13211,11717,18629
771,2020-03-20,2,0,2020-05-22,310,18,39165,57,223868,42520,42607,61477,45630
772,2020-03-20,1,0,2020-05-22,15,1,40049,0,27751,6609,7847,2690,3993
773,2020-03-20,1,0,2020-05-22,91,8,29201,12,38858,9126,10512,6452,6405
774,2020-03-20,1,0,2020-05-22,137,1,31019,34,48834,9288,23998,2793,3887
775,2020-03-20,1,0,2020-05-22,1005,8,31109,108,306357,55100,149092,9902,17975
776,2020-03-20,1,0,2020-05-22,60,1,32023,0,43296,15960,10647,3137,2491
777,2020-03-20,1,0,2020-05-22,51,2,33005,27,76109,19389,30058,8784,6177
778,2020-03-20,1,0,2020-05-22,127,10,28129,0,16114,3931,2313,3934,1577
779,2020-03-20,3,0,2020-05-22,69,11,28139,0,21993,4899,5406,2804,1525
780,2020-03-20,2,0,2020-05-22,21,0,29043,0,83028,16810,11735,25363,6502
781,2020-03-20,1,0,2020-05-22,25,2,29069,0,30905,7240,8051,3454,1992
782,2020-03-20,1,0,2020-05-22,36,1,29169,0,53132,6246,26306,1805,5973
783,2020-03-20,1,0,2020-05-22,356,34,36021,9,61481,18429,17728,11552,6976
784,2020-03-20,1,0,2020-05-22,189,11,36035,8,53955,13782,14241,9295,4552
785,2020-03-20,1,0,2020-05-22,189,4,36037,10,58537,13935,18056,11097,7281
786,2020-03-20,3,0,2020-05-22,897,40,36063,32,212675,52917,59899,38903,15712
787,2020-03-20,2,0,2020-05-22,828,41,36065,51,232324,56184,88331,13137,20130
788,2020-03-20,1,0,2020-05-22,1921,61,34011,36,154952,30141,45043,16311,16690
790,2020-03-20,1,0,2020-05-22,2086,87,35031,5,72849,11923,20212,2238,2561
791,2020-03-20,1,0,2020-05-22,697,28,42055,24,153003,38030,48776,21366,12306
795,2020-03-20,2,0,2020-05-22,71,0,53015,18,103590,26255,31339,8261,6942
796,2020-03-20,1,0,2020-05-22,62,2,50001,0,36825,9459,13547,5481,2569
797,2020-03-20,1,0,2020-05-22,51,1,50021,13,59676,16414,25530,3971,3432
798,2020-03-20,1,0,2020-05-22,711,11,51001,10,32840,9713,10922,3289,2214
799,2020-03-20,1,0,2020-05-22,30,1,51073,7,37035,9239,7401,10428,3306
800,2020-03-20,1,0,2020-05-22,75,3,55055,4,84586,18308,23222,20226,9790
801,2020-03-20,1,0,2020-05-22,36,1,55073,52,135293,30856,58518,10462,12548
802,2020-03-20,1,0,2020-05-22,520,15,55105,33,161226,34912,51579,22609,11201
803,2020-03-20,2,0,2020-05-22,58,0,55109,0,87142,16229,21903,23315,11749
804,2020-03-20,1,0,2020-05-22,30,0,56005,14,48116,6482,25287,722,4307
805,2020-03-20,1,0,2020-05-22,68,0,56025,14,81023,16036,38831,1794,2705
806,2020-03-20,1,0,2020-05-22,49,0,55045,6,36869,8908,11936,7568,5174
807,2020-03-20,1,0,2020-05-22,21,0,55033,0,44260,9015,14363,7623,4291
808,2020-03-20,1,0,2020-05-22,15,0,53055,0,16221,6649,6962,381,438
809,2020-03-20,1,0,2020-05-22,10,1,53065,0,43858,13171,10517,5076,1381
810,2020-03-20,1,0,2020-05-22,135,18,54035,0,29123,7844,6150,4622,2078
811,2020-03-20,1,0,2020-05-22,214,18,54039,156,187827,49628,73749,8336,28928
812,2020-03-20,3,0,2020-05-22,325,6,28121,18,149645,29151,34397,33787,25412
813,2020-03-20,1,0,2020-05-22,46,0,55017,6,63445,14882,18128,12549,7841
814,2020-03-20,1,0,2020-05-22,16,0,55031,0,43503,10444,12633,8383,5134
815,2020-03-20,1,0,2020-05-22,190,4,42049,88,277794,63334,121059,5351,10146
816,2020-03-20,2,0,2020-05-22,122,2,45075,20,89116,22393,25025,8041,7684
817,2020-03-20,1,0,2020-05-22,110,3,45077,15,121449,25531,27285,22386,13060
818,2020-03-20,1,1,2020-05-22,574,30,45041,98,138537,30487,48416,9134,18844
819,2020-03-20,1,0,2020-05-22,339,17,45085,17,107379,22798,35121,8162,8715
820,2020-03-20,1,0,2020-05-22,37,1,47001,25,75538,19563,20319,10745,26619
821,2020-03-20,1,0,2020-05-22,78,3,47009,16,127135,32770,34264,21158,12612
822,2020-03-20,1,0,2020-05-22,90,1,47011,27,103666,22968,31837,10966,10165
823,2020-03-20,1,0,2020-05-22,242,6,45031,12,67572,16204,14632,10822,6932
824,2020-03-20,1,0,2020-05-22,4,0,42105,4,17070,5099,4828,1964,1740
825,2020-03-20,1,0,2020-05-22,166,7,45003,35,165707,41209,47319,21058,17252
826,2020-03-20,1,0,2020-05-22,211,15,45015,0,204632,37127,38077,49369,20935
827,2020-03-20,1,0,2020-05-22,289,36,45027,6,34156,10223,5511,5586,2577
828,2020-03-20,2,0,2020-05-22,101,0,47043,6,51341,10824,11773,9759,4946
829,2020-03-20,1,0,2020-05-22,29,2,48147,2,33787,8521,7039,5984,2301
830,2020-03-20,1,0,2020-05-22,27,1,48219,0,23273,4565,7263,3136,2882
831,2020-03-20,1,0,2020-05-22,18,0,48459,0,40506,9637,6339,10028,2388
832,2020-03-20,1,0,2020-05-22,21,0,48067,0,30118,8380,7105,4676,1969
833,2020-03-20,1,0,2020-05-22,47,2,47059,6,68520,18918,21775,5232,4417
834,2020-03-20,1,0,2020-05-22,25,2,47063,20,63465,14917,19050,5745,10890
835,2020-03-20,1,0,2020-05-22,78,0,47119,65,87606,18777,22431,15790,10646
836,2020-03-20,1,0,2020-05-22,423,2,47167,7,61434,11660,10056,16764,2620
837,2020-03-20,1,0,2020-05-22,55,7,48049,12,37787,9428,13457,1363,1818
838,2020-03-20,1,0,2020-05-22,190,11,28113,28,39763,8664,11208,2920,4048
839,2020-03-20,1,0,2020-05-22,101,3,12087,14,76745,22310,36257,2315,5832
840,2020-03-20,1,0,2020-05-22,23,0,8113,0,7804,1475,4054,318,1021
841,2020-03-20,1,0,2020-05-22,910,72,9011,32,270772,63495,110317,26738,28148
842,2020-03-20,14,0,2020-05-22,439,24,13045,18,114898,20423,28306,18342,13592
843,2020-03-20,1,0,2020-05-22,38,0,13201,0,5884,1561,1093,1236,607
844,2020-03-20,1,0,2020-05-22,114,8,13207,0,26795,6594,3994,6505,3728
845,2020-03-20,1,0,2020-05-22,509,17,13215,61,198647,34483,72814,13290,39853
846,2020-03-20,1,0,2020-05-22,103,5,13219,0,35972,7602,4966,11004,7305
847,2020-03-20,2,0,2020-05-22,41,3,13227,6,30343,8464,6572,5945,4049
848,2020-03-20,1,0,2020-05-22,170,19,13243,0,7206,2258,1937,537,487
849,2020-03-20,2,0,2020-05-22,250,14,13255,22,64192,14777,11503,11411,9451
850,2020-03-20,2,0,2020-05-22,436,40,13261,10,30687,6539,8473,2562,3551
851,2020-03-20,2,0,2020-05-22,209,26,13273,0,8978,2148,1495,1557,810
852,2020-03-20,1,0,2020-05-22,212,14,13277,20,40531,8091,13154,2630,7687
853,2020-03-20,1,0,2020-05-22,92,12,13287,0,8036,2004,1532,1298,679
854,2020-03-20,2,0,2020-05-22,204,20,13321,0,20809,5131,2681,5586,1388
855,2020-03-20,1,0,2020-05-22,15,0,13181,0,7768,2318,1206,1845,183
856,2020-03-20,2,0,2020-05-22,428,21,13051,78,285506,56014,115610,10130,36649
857,2020-03-20,1,0,2020-05-22,101,1,13085,0,23397,6208,3263,6428,4634
858,2020-03-20,1,0,2020-05-22,478,22,13097,8,140152,22028,22953,37459,20926
859,2020-03-20,1,0,2020-05-22,26,2,13149,0,11607,2692,1237,3122,765
860,2020-03-20,1,0,2020-05-22,50,1,13171,0,18282,3955,2671,4113,1903
861,2020-03-20,1,0,2020-05-22,492,7,4027,42,204281,45739,69297,3589,2056
862,2020-03-20,1,0,2020-05-22,73,0,1043,12,81703,19667,21995,9859,5556
863,2020-03-20,1,0,2020-05-22,69,2,1071,10,52326,13441,13628,6942,4075
864,2020-03-20,1,0,2020-05-22,17,0,1075,0,14021,3811,3147,2174,966
865,2020-03-20,1,0,2020-05-22,122,2,1077,48,92590,23452,27415,11770,6900
866,2020-03-20,1,0,2020-05-22,63,5,1129,0,16746,4103,2726,2807,1842
867,2020-03-20,1,0,2020-05-22,220,25,8014,20,64283,11264,8491,22711,28489
868,2020-03-20,1,0,2020-05-22,21,0,8093,0,16900,4718,3117,5617,827
869,2020-03-20,1,0,2020-05-22,9,0,6005,6,37306,12967,8063,3817,3843
870,2020-03-20,4,0,2020-05-22,1145,22,6025,28,179957,30768,52816,4507,4184
871,2020-03-20,1,0,2020-05-22,181,8,24047,6,51559,17655,16053,6490,8962
872,2020-03-20,2,0,2020-05-22,600,20,22079,26,132080,27820,46313,5151,10378
873,2020-03-20,1,0,2020-05-22,782,32,22105,64,128850,24738,33454,19183,9818
874,2020-03-20,1,0,2020-05-22,180,15,28001,15,31583,7493,8654,1887,2761
875,2020-03-20,1,0,2020-05-22,23,2,28037,0,7772,2064,1348,1684,535
876,2020-03-20,1,0,2020-05-22,50,6,28053,0,8678,1849,1664,918,408
877,2020-03-20,1,0,2020-05-22,116,3,28071,24,52744,8639,18439,3676,4848
878,2020-03-20,1,0,2020-05-22,82,1,28077,0,12659,3005,2305,2234,945
879,2020-03-20,1,0,2020-05-22,99,5,28081,42,84840,16183,30606,6584,20297
880,2020-03-20,1,0,2020-05-22,68,3,28093,0,35981,7858,5442,8398,2493
881,2020-03-20,1,0,2020-05-22,6,0,16011,5,45369,8667,12359,6212,3094
882,2020-03-20,1,0,2020-05-22,41,1,27025,10,54297,10806,10127,16962,6568
883,2020-03-20,1,0,2020-05-22,356,22,27027,0,62040,10982,14202,18419,8003
884,2020-03-20,2,0,2020-05-22,17,1,27045,0,20825,5688,5644,4704,1468
885,2020-03-20,1,0,2020-05-22,1199,73,18003,170,367747,70976,151053,16373,29197
886,2020-03-20,1,0,2020-05-22,214,22,18053,19,67615,16678,23534,5060,6817
887,2020-03-20,1,0,2020-05-22,455,29,18145,0,44339,10052,12360,8728,6274
888,2020-03-20,1,0,2020-05-22,233,2,18163,154,181831,40560,72476,12538,33367
889,2020-03-20,1,0,2020-05-22,132,8,18167,54,107723,22306,41055,5285,13915
890,2020-03-20,1,0,2020-05-22,284,6,16027,41,207027,36810,48386,31566,13377
891,2020-03-20,3,0,2020-05-22,66,0,16055,55,150128,36910,50193,13866,6250
892,2020-03-20,1,0,2020-05-22,44,1,17001,25,66787,16968,29221,2783,5670
893,2020-03-20,1,0,2020-05-22,32,5,17021,0,33562,8376,8829,6111,2503
894,2020-03-20,4,0,2020-05-22,195,9,17113,30,173231,29727,80181,9253,14227
895,2020-03-20,1,0,2020-05-22,112,3,22025,0,10044,2388,1956,1651,526
896,2020-03-20,2,0,2020-05-22,236,16,22031,0,27164,6289,4929,5443,3720
897,2020-03-20,1,0,2020-05-22,49,1,21035,10,38616,8253,13950,2692,3727
898,2020-03-20,1,0,2020-05-22,61,1,20161,8,75696,8478,28790,10925,9157
899,2020-03-20,1,0,2020-05-22,51,0,20155,20,63360,15902,25201,3873,3301
900,2020-03-21,2,0,2020-05-22,170,5,39025,16,202166,43133,39529,56545,20642
901,2020-03-21,2,0,2020-05-22,240,18,36101,8,97539,24270,31554,10627,9728
902,2020-03-21,1,0,2020-05-22,246,7,37021,166,252268,64710,102909,11813,27195
903,2020-03-21,1,0,2020-05-22,134,3,37035,52,156182,35455,53280,15525,28821
904,2020-03-21,1,0,2020-05-22,25,1,41033,12,84514,28339,23286,4406,2987
905,2020-03-21,1,0,2020-05-22,209,12,42019,35,185984,44846,56459,33368,33924
906,2020-03-21,1,1,2020-05-22,133,4,39043,18,75369,20550,24153,10790,10846
907,2020-03-21,1,0,2020-05-22,200,10,39089,38,170678,36737,44772,34951,16878
908,2020-03-21,2,0,2020-05-22,32,2,39039,8,38311,9084,11245,6542,5291
909,2020-03-21,1,0,2020-05-22,143,4,28151,22,48002,9825,14891,1842,2177
910,2020-03-21,3,0,2020-05-22,17,2,30013,20,81816,19330,37806,1313,1490
911,2020-03-21,1,0,2020-05-22,13,0,30081,5,41387,13513,12350,4375,896
912,2020-03-21,1,0,2020-05-22,71,0,29101,0,53941,8743,18829,7335,4630
913,2020-03-21,1,0,2020-05-22,59,2,28107,0,34229,7047,8514,4101,2809
914,2020-03-21,1,0,2020-05-22,82,0,28127,0,27215,6069,4720,4903,2005
915,2020-03-21,1,0,2020-05-22,47,2,28143,0,10276,1747,3276,869,6600
916,2020-03-21,1,0,2020-05-22,68,4,28145,8,28202,6249,5863,4872,4806
917,2020-03-21,1,0,2020-05-22,7,1,29013,0,16405,4245,3738,3211,807
918,2020-03-21,1,0,2020-05-22,29,0,29097,88,118522,23997,43078,11560,17611
919,2020-03-21,1,0,2020-05-22,21,0,35025,8,69505,10775,27158,1821,3586
920,2020-03-21,1,0,2020-05-22,248,13,33017,17,126552,25034,37478,25414,16823
921,2020-03-21,1,0,2020-05-22,122,3,51093,0,36090,9254,5563,11686,4704
922,2020-03-21,1,0,2020-05-22,192,20,51117,10,30959,9967,8848,3288,4360
924,2020-03-21,1,0,2020-05-22,31,1,51067,4,56277,16636,13915,10772,2951
925,2020-03-21,2,0,2020-05-22,99,5,50011,0,48816,10296,15807,8870,3100
926,2020-03-21,2,0,2020-05-22,80,3,50025,0,43332,12533,17705,4009,6810
927,2020-03-21,1,0,2020-05-22,142,4,51003,12,105105,24260,29135,18498,26737
928,2020-03-21,1,0,2020-05-22,31,4,51023,0,33149,9316,5313,10565,4546
929,2020-03-21,1,0,2020-05-22,16,1,56007,6,15689,3421,6751,913,680
930,2020-03-21,4,0,2020-05-22,139,7,28087,18,59558,12035,20803,3844,6530
931,2020-03-21,2,0,2020-05-22,27,0,54051,9,32006,9258,6797,6430,4701
932,2020-03-21,1,0,2020-05-22,31,0,54079,0,56644,13622,12716,12945,8453
933,2020-03-21,1,0,2020-05-22,30,2,45053,4,27465,6289,4910,6685,3431
934,2020-03-21,1,0,2020-05-22,91,0,45069,0,27505,6373,5150,4274,2677
935,2020-03-21,1,0,2020-05-22,44,1,45071,7,37914,9371,10296,5379,4794
936,2020-03-21,2,0,2020-05-22,79,1,45047,30,69981,16269,22018,5679,6862
937,2020-03-21,1,0,2020-05-22,26,1,47017,6,28137,7284,5458,5052,2469
938,2020-03-21,1,0,2020-05-22,20,0,47029,5,35262,9766,7846,5767,1826
939,2020-03-21,1,0,2020-05-22,50,0,42093,42,18302,5047,4509,3756,10919
940,2020-03-21,1,0,2020-05-22,146,3,45033,6,31073,6605,7114,3528,2598
941,2020-03-21,1,0,2020-05-22,47,2,45037,0,26620,6610,3964,5953,2979
942,2020-03-21,1,0,2020-05-22,141,7,48117,0,18947,3234,7077,1215,1438
943,2020-03-21,1,0,2020-05-22,29,1,48069,0,7891,1688,2353,865,418
944,2020-03-21,1,0,2020-05-22,124,12,48329,48,159883,24676,65484,10222,23449
945,2020-03-21,1,0,2020-05-22,3,1,48359,0,2083,388,490,278,480
946,2020-03-21,2,0,2020-05-22,2229,26,48375,99,121230,19850,39867,12993,37036
947,2020-03-21,1,0,2020-05-22,100,2,47047,0,39336,10782,5103,11733,3044
948,2020-03-21,3,0,2020-05-22,57,2,47123,0,45698,12263,9623,6154,4286
949,2020-03-21,5,0,2020-05-22,350,5,47141,38,75565,16721,25709,4191,10153
950,2020-03-21,1,0,2020-05-22,10,0,47145,6,52926,15778,10433,9813,5344
951,2020-03-21,2,0,2020-05-22,11,0,47151,0,21949,4657,5544,2051,694
952,2020-03-21,1,0,2020-05-22,161,2,48021,0,80306,16787,14211,17580,3973
953,2020-03-21,1,0,2020-05-22,231,19,28085,5,34542,7781,8491,4350,2945
954,2020-03-21,2,0,2020-05-22,233,5,12083,110,343778,119425,93101,19604,11785
955,2020-03-21,1,0,2020-05-22,138,4,12107,10,72435,21116,16392,7464,3520
956,2020-03-21,1,0,2020-05-22,363,28,12111,69,298763,87591,73223,36216,12783
957,2020-03-21,2,0,2020-05-22,329,19,13009,12,45527,9287,11805,3975,4649
958,2020-03-21,1,0,2020-05-22,92,3,12005,77,180117,40210,74077,4691,6347
959,2020-03-21,1,0,2020-05-22,111,8,12055,38,100177,41387,26971,3697,2669
960,2020-03-21,1,0,2020-05-22,88,1,13187,0,31567,7478,6910,7215,2511
961,2020-03-21,1,0,2020-05-22,107,10,1093,4,30058,8196,7622,3706,2984
962,2020-03-21,3,0,2020-05-22,1139,23,4001,0,71602,14107,14377,3724,2318
963,2020-03-21,1,0,2020-05-22,56,2,4003,12,126516,35231,45069,2399,3089
964,2020-03-21,2,0,2020-05-22,28,1,6115,24,74644,12327,12513,13600,11305
965,2020-03-21,2,0,2020-05-22,69,18,8015,2,18818,6312,7322,650,860
966,2020-03-21,3,0,2020-05-22,48,2,8039,0,24553,5592,4171,8053,1306
967,2020-03-21,1,0,2020-05-22,3,0,8053,0,820,329,392,50,19
968,2020-03-21,1,0,2020-05-22,152,12,8085,8,40908,12041,13623,2797,1705
969,2020-03-21,2,0,2020-05-22,6,0,6093,4,43530,14018,14730,935,1579
970,2020-03-21,1,0,2020-05-22,34,0,6007,43,225207,53616,79201,7346,7843
971,2020-03-21,2,0,2020-05-22,74,0,6017,28,185015,49939,43057,34018,12950
972,2020-03-21,1,0,2020-05-22,13,0,25019,0,10912,2283,5796,234,502
973,2020-03-21,1,0,2020-05-22,389,10,24043,48,149546,33148,44286,21743,24467
974,2020-03-21,1,0,2020-05-22,197,6,26005,0,114145,24717,22783,27570,18353
975,2020-03-21,1,0,2020-05-22,57,2,26015,0,59607,14931,10646,15501,3070
976,2020-03-21,2,0,2020-05-22,571,43,26021,20,154948,39067,54884,12630,12434
977,2020-03-21,1,0,2020-05-22,334,20,26025,32,134327,31227,44776,10799,17083
978,2020-03-21,1,0,2020-05-22,17,2,26035,0,30597,9532,5912,4403,2201
979,2020-03-21,1,0,2020-05-22,71,1,24039,0,25801,5570,4136,3759,2682
980,2020-03-21,1,0,2020-05-22,294,29,22101,15,52578,11173,17129,3687,8037
981,2020-03-21,1,0,2020-05-22,28,0,23023,0,35149,9471,8134,9229,8274
